ID: ,Title: ,Description: ,Rating: ,Link: ,Source: 
223,Machine Learning,"Supervised Learning, Unsupervised Learning, Information Theory, Reinforcement Learning, Game Theory Georgia Institute of Technology In this course, you'll learn how to apply Supervised, Unsupervised and Reinforcement Learning techniques for solving a range of data science problems.",N/A,https://www.udacity.com/course/machine-learning--ud262,Udacity
224,Intro to Hadoop and MapReduce,"Big Data, Hadoop, MapReduce Cloudera In this short course, learn the fundamentals of MapReduce and Apache Hadoop to start making sense of Big Data in the real world!",N/A,https://www.udacity.com/course/intro-to-hadoop-and-mapreduce--ud617,Udacity
225,Real-Time Analytics with Apache Storm,"Data Analysis, Real-time Analytics, Apache Storm Twitter The world is trending in real time! Learn Apache Storm, taught by Twitter, to scalably analyze real-time tweets and drive d3 visualizations. Storm is free, open and fun!",N/A,https://www.udacity.com/course/real-time-analytics-with-apache-storm--ud381,Udacity
226,A/B Testing,Google,N/A,https://www.udacity.com/course/ab-testing--ud257,Udacity
227,Data Analysis with R,"R, Exploratory Data Analysis, Data Visualization Facebook Data is everywhere and so much of it is unexplored. Learn how to investigate and summarize data sets using R and eventually create your own analysis.",N/A,https://www.udacity.com/course/data-analysis-with-r--ud651,Udacity
228,Knowledge-Based AI: Cognitive Systems,"Semantic Networks, Common-Sense Reasoning, Logic & Planning, Analogical Reasoning, Visuospatial Reasoning Georgia Institute of Technology The twin goals of knowledge-based artificial intelligence (AI) are to build AI agents capable of human-level intelligence and gain insights into human cognition.",N/A,https://www.udacity.com/course/knowledge-based-ai-cognitive-systems--ud409,Udacity
229,Introduction to TensorFlow Lite,"TensorFlow Lite, Deep Learning Models, Android, iOS, Linux TensorFlow Lite Learn how to deploy deep learning models on mobile and embedded devices with TensorFlow Lite.",N/A,https://www.udacity.com/course/intro-to-tensorflow-lite--ud190,Udacity
230,Introduction to Computer Vision,"Image Processing, Stereo Geometry, Feature Detection & Matching, Object Tracking, Classification & Recognition Georgia Institute of Technology This course provides an introduction to computer vision including fundamentals, methods for application and machine learning classification.",N/A,https://www.udacity.com/course/introduction-to-computer-vision--ud810,Udacity
231,Intro to TensorFlow for Deep Learning,"TensorFlow Developed by Google and Udacity, this course teaches a practical approach to deep learning for software developers.",N/A,https://www.udacity.com/course/intro-to-tensorflow-for-deep-learning--ud187,Udacity
232,Eigenvectors and Eigenvalues,"Linear Algebra, Eigenvectors, Eigenvalues Learn how to calculate eigenvalues and eigenvectors and why they are important for AI applications.",N/A,https://www.udacity.com/course/eigenvectors-and-eigenvalues--ud104,Udacity
233,Intro to Artificial Intelligence,"Artificial Intelligence, Machine Learning, Probability, Logic and Planning, Markov models This course will introduce you to the basics of AI. Topics include machine learning, probabilistic reasoning, robotics, computer vision, and natural language processing.",N/A,https://www.udacity.com/course/intro-to-artificial-intelligence--cs271,Udacity
234,Artificial Intelligence for Robotics,"Probabilistic Models, Kalman Filters, Motion Planning, Robot Control, Simultaneous Localization & Mapping Georgia Institute of Technology Learn how to program all the major systems of a robotic car. Topics include planning, search, localization, tracking, and control.",N/A,https://www.udacity.com/course/artificial-intelligence-for-robotics--cs373,Udacity
235,Intro to Deep Learning with PyTorch,"Deep Learning, PyTorch, Neural Networks, CNNs, LSTMs, Style Transfer Facebook AI Learn the basics of deep learning and implement your own deep neural networks with PyTorch",N/A,https://www.udacity.com/course/deep-learning-pytorch--ud188,Udacity
236,AWS DeepRacer,"Machine Learning, Reinforcement Learning, AWS DeepRacer AWS DeepRacer Learn the fundamentals of machine learning and reinforcement learning in a fun and engaging way through autonomous driving with AWS DeepRacer.",N/A,https://www.udacity.com/course/aws-deepracer--ud014,Udacity
237,Reinforcement Learning,Georgia Institute of Technology,N/A,https://www.udacity.com/course/reinforcement-learning--ud600,Udacity
238,Introduction to Machine Learning Course,"Machine Learning, Supervised Learning, Unsupervised Learning, Evaluation Metrics, Data Manipulation This class will teach you the end-to-end process of investigating data through a machine learning lens. Learn online, with Udacity.",N/A,https://www.udacity.com/course/intro-to-machine-learning--ud120,Udacity
239,Craft Your Cover Letter,"Creating a narrative, Targeting your pitch, Communicating value, Career Advancement Write a compelling narrative that showcases your value to the company.",N/A,https://www.udacity.com/course/craft-your-cover-letter--ud244,Udacity
240,Refresh Your Resume,"Resume writing, Company targeting, Storytelling, Career Advancement Grow With Google Create a targeted resume that gets the attention of recruiters and lands you an interview in tech.",N/A,https://www.udacity.com/course/refresh-your-resume--ud243,Udacity
241,Strengthen Your LinkedIn Network & Brand,"Personal branding, LinkedIn, Networking, Career Advancement Grow With Google Learn how to excel at networking both in-person and on LinkedIn.",N/A,https://www.udacity.com/course/strengthen-your-linkedin-network-and-brand--ud242,Udacity
242,Data Science Interview Prep,"Interview practice, Common Data Questions, Data Structures, Career Advancement Prepare for data science interviews by practicing data analysis, machine learning, and data structure and algorithms questions.",N/A,https://www.udacity.com/course/data-science-interview-prep--ud944,Udacity
243,Android Interview Prep,"Interview practice, Common Android Questions, Whiteboarding Grow With Google Learn how to respond to common Android and mobile development interview questions.",N/A,https://www.udacity.com/course/android-interview-prep--ud241,Udacity
244,Machine Learning Interview Preparation,"Interview practice, Machine Learning, Career Advancement In this course, you’ll learn exactly what to expect during a machine learning interview.",N/A,https://www.udacity.com/course/machine-learning-interview-prep--ud1001,Udacity
245,Front-End Interview Prep,"Interview questions, Common FE Questions, Whiteboarding, Career Advancement Answer front-end technical and behavioral interview questions with confidence and poise.",N/A,https://www.udacity.com/course/front-end-interview-prep--ud250,Udacity
246,Full-Stack Interview Prep,"Interview practice, Common FS Questions, Whiteboarding, Career Advancement Answer common full stack and web security interview questions with confidence and poise.",N/A,https://www.udacity.com/course/full-stack-interview-prep--ud252,Udacity
247,Data Structures & Algorithms in Swift,"Interview practice, Swift, Data structures, Career Advancement Review and practice the skills technical interviewers expect you to know and learn how to explain your Swift solutions.",N/A,https://www.udacity.com/course/data-structures-and-algorithms-in-swift--ud1011,Udacity
248,iOS Interview Prep,"Interview practice, Common iOS Questions, Whiteboarding, Career Advancement Answer iOS and mobile development interview questions with confidence and poise.",N/A,https://www.udacity.com/course/ios-interview-prep--ud240,Udacity
249,VR Interview Prep,"Interview practice, Common VR Questions, Whiteboarding, Career Advancement Grow With Google Learn how to tackle interview questions for technical roles in VR Development.",N/A,https://www.udacity.com/course/vr-interview-prep--ud251,Udacity
250,Product Manager Interview Preparation,"Product Management, Interview Preparation, Career Advancement, Product Strategy, Technical Interview Ace your product management interview by understanding how to answer key strategic, technical, and practical product questions.",N/A,https://www.udacity.com/course/product-manager-interview-preparation--ud034,Udacity
251,"CitiesX: The Past, Present and Future of Urban Life","Explore what makes cities energizing, amazing, challenging, and perhaps humanity� greatest invention.",N/A,http://online-learning.harvard.edu/course/citiesx-past-present-and-future-urban-life?delta=2,Harvard
252,Applications of TinyML,"Get the opportunity to see TinyML in practice. You will see examples of TinyML applications, and learn first-hand how to train...",N/A,http://online-learning.harvard.edu/course/applications-tinyml?delta=0,Harvard
253,Contract Law: From Trust to Promise to Contract,"Contracts are a part of our everyday life, arising in collaboration, trust, promise and credit. How are contracts formed? What...",N/A,http://online-learning.harvard.edu/course/contractsx-trust-promise-contract?delta=4,Harvard
254,Deploying TinyML,"Learn to program in TensorFlow Lite for microcontrollers so that you can write the code, and deploy your model to your very own...",N/A,http://online-learning.harvard.edu/course/deploying-tinyml?delta=0,Harvard
255,Data Science: Visualization,Learn basic data visualization principles and how to apply them using ggplot2.,N/A,http://online-learning.harvard.edu/course/data-science-visualization?delta=2,Harvard
256,Data Science: R Basics,"Build a foundation in R and learn how to wrangle, analyze, and visualize data.",N/A,http://online-learning.harvard.edu/course/data-science-r-basics?delta=2,Harvard
257,Data Science: Productivity Tools,"Keep your projects organized and produce reproducible reports using GitHub, git, Unix/Linux, and RStudio.",N/A,http://online-learning.harvard.edu/course/data-science-productivity-tools?delta=2,Harvard
258,Data Science: Wrangling,Learn to process and convert raw data into formats needed for analysis.,N/A,http://online-learning.harvard.edu/course/data-science-wrangling?delta=2,Harvard
259,Data Science: Linear Regression,"Learn how to use R to implement linear regression, one of the most common statistical modeling approaches in data science.",N/A,http://online-learning.harvard.edu/course/data-science-linear-regression?delta=2,Harvard
260,Data Science: Machine Learning,Build a movie recommendation system and learn the science behind one of the most popular and successful data science techniques.,N/A,http://online-learning.harvard.edu/course/data-science-machine-learning?delta=2,Harvard
261,Data Science: Capstone,Show what you've learned from the Professional Certificate Program in Data Science.,N/A,http://online-learning.harvard.edu/course/data-science-capstone?delta=2,Harvard
262,Principles of Biochemistry,"This introduction to biochemistry explores the molecules of life, starting at simple building blocks and culminating in complex...",N/A,http://online-learning.harvard.edu/course/principles-biochemistry-1?delta=2,Harvard
263,Contract Law: From Trust to Promise to Contract,"Contracts are a part of our everyday life, arising in collaboration, trust, promise and credit. How are contracts formed? What...",N/A,http://online-learning.harvard.edu/course/contractsx-trust-promise-contract?delta=5,Harvard
264,Christianity Through Its Scriptures,Learn about Christianity through a study of its sacred scriptures. We will explore how diverse Christians have interpreted these...,N/A,http://online-learning.harvard.edu/course/christianity-through-its-scriptures?delta=1,Harvard
265,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,Learn simple graphical rules that allow you to use intuitive pictures to improve study design and data analysis for causal...,N/A,http://online-learning.harvard.edu/course/causal-diagrams-draw-your-assumptions-your-conclusions?delta=1,Harvard
266,University Chemistry: Molecular Foundations and Global Frontiers Part 1,Learn the fundamentals of chemistry and energy on a molecular and global scale in this introductory chemistry course that engages...,N/A,"http://online-learning.harvard.edu/subject/science', '/course/university-chemistry-molecular-foundations-and-global-frontiers-part-1?delta=0",Harvard
267,Technology Entrepreneurship: Lab to Market,Explore how entrepreneurs build successful businesses by moving technology from lab to market.,N/A,http://online-learning.harvard.edu/course/technology-entrepreneurship-lab-market?delta=1,Harvard
268,Science & Cooking: From Haute Cuisine to Soft Matter Science (chemistry),"Top chefs and Harvard researchers explore how everyday cooking and haute cuisine can illuminate basic principles in chemistry,...",N/A,http://online-learning.harvard.edu/course/science-and-cooking?delta=2,Harvard
269,The Architectural Imagination,Learn fundamental principles of architecture � as an academic subject or a professional career � by studying some of history...,N/A,http://online-learning.harvard.edu/course/architectural-imagination?delta=2,Harvard
270,Science & Cooking: From Haute Cuisine to Soft Matter Science (physics),Top chefs and Harvard researchers explore how traditional and modernist cooking techniques can illuminate basic principles in...,N/A,http://online-learning.harvard.edu/course/science-cooking-haute-cuisine-soft-matter-science-physics?delta=2,Harvard
271,Global China: From the Mongols to the Ming,Explore the impact of the conquest dynasties and the world of the Ming.,N/A,http://online-learning.harvard.edu/course/china-part-5-global-empire-global-economy?delta=1,Harvard
272,"Invasions, Rebellions, and the Fall of Imperial China","An overview of modern Chinese history, including the fall of the Qing and the end of imperial China.",N/A,http://online-learning.harvard.edu/course/china-part-7-invasions-rebellions-and-end-imperial-china?delta=1,Harvard
273,Modern China� Foundations: The Manchus and the Qing,Learn how the Manchus conquered the Qing and established the last of the imperial dynasties.,N/A,http://online-learning.harvard.edu/course/china-part-6-manchus-and-qing?delta=1,Harvard
274,Creating Modern China: The Republican Period to the Present,Explore the birth of modern China with a focus on the time between the fall of the Qing and the end of World War II.,N/A,http://online-learning.harvard.edu/course/china-part-8-creating-modern-china-birth-nation?delta=1,Harvard
275,China and Communism,"Explore the Maoist period of China, from the Communist Party to the death of Mao and the reopening of China.",N/A,http://online-learning.harvard.edu/course/china-part-9-communist-liberations?delta=1,Harvard
276,China� Political and Intellectual Foundations: From Sage Kings to Confucius,"Learn about China’s origins, its integral early thinkers, and competing states and schools of thought.",N/A,http://online-learning.harvard.edu/course/chinas-political-and-intellectual-foundations?delta=1,Harvard
277,"Contemporary China: The People's Republic, Taiwan, and Hong Kong",Use the case study method to study China from the rise of Deng Xiaoping to the present.,N/A,http://online-learning.harvard.edu/course/china-part-10-greater-china-today-peoples-republic-taiwan-and-hong-kong?delta=1,Harvard
278,China� First Empires and the Rise of Buddhism,"Learn about the Qin and Han dynasties, and how Buddhism and ideas of self-realization influenced the medieval period.",N/A,http://online-learning.harvard.edu/course/chinas-first-empires-and-the-rise-of-buddhism?delta=1,Harvard
279,Backyard Meteorology: The Science of Weather,Learn to forecast the weather just by looking out your window.,N/A,http://online-learning.harvard.edu/course/backyard-meteorology-science-weather?delta=1,Harvard
280,The Path to Happiness: What Chinese Philosophy Teaches Us about the Good Life,"Why should we care about Confucius? Explore ancient Chinese philosophy, ethics, and political theory to challenge your...",N/A,http://online-learning.harvard.edu/course/path-happiness-what-chinese-philosophy-teaches-us-about-good-life?delta=0,Harvard
281,Systematic Approaches to Policy Design,This free online course from Harvard Kennedy School introduces approaches to analytical decision-making for policy design.,N/A,http://online-learning.harvard.edu/course/systematic-approaches-policy-design?delta=0,Harvard
282,Introduction to American Civics: Presented by Zero-L,Harvard Law School's short introduction to American Law and Civics,N/A,http://online-learning.harvard.edu/course/Introduction-to-American-Civics-Presented-by-Zero-L?delta=0,Harvard
283,Child Protection: Children's Rights in Theory and Practice,"Learn how to protect children from violence, exploitation, and neglect through law, policy, and practice in a human rights...",N/A,http://online-learning.harvard.edu/course/child-protection-childrens-rights-theory-and-practice?delta=1,Harvard
284,Exercising Leadership: Foundational Principles,Mobilize people to tackle tough problems and build the capacity to thrive through the dangers of change,N/A,http://online-learning.harvard.edu/course/exercising-leadership-foundational-principles?delta=0,Harvard
285,American Government: Constitutional Foundations,Learn how early American politics informed the U.S. Constitution and why its promise of liberty and equality has yet to be fully...,N/A,http://online-learning.harvard.edu/course/american-government-constitutional-foundations?delta=1,Harvard
286,"U.S. Political Institutions: Congress, Presidency, Courts, and Bureaucracy",Examine the inner workings of the three branches of the U.S. Federal Government,N/A,http://online-learning.harvard.edu/course/us-political-institutions-congress-presidency-courts-and-bureaucracy?delta=1,Harvard
287,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",Learn about the forces in American politics that seek to influence the electorate and shift the political landscape.,N/A,http://online-learning.harvard.edu/course/citizen-politics-america-public-opinion-elections-interest-groups-and-media?delta=1,Harvard
288,"U.S. Public Policy: Social, Economic, and Foreign Policies",Learn about public policy in America and the dynamics of American politics.,N/A,http://online-learning.harvard.edu/course/us-public-policy-social-economic-and-foreign-policies?delta=1,Harvard
289,Introduction to Probability (on edX),"Learn probability, an essential language and set of tools for understanding data, randomness, and uncertainty.",N/A,http://online-learning.harvard.edu/course/introduction-probability-edx?delta=1,Harvard
290,Pyramids of Giza: Ancient Egyptian Art and Archaeology,"Explore the archaeology, history, art, and hieroglyphs surrounding the famous Egyptian Pyramids at Giza. Learn about Old Kingdom...",N/A,http://online-learning.harvard.edu/course/pyramids-giza-ancient-egyptian-art-and-archaeology?delta=1,Harvard
291,The Einstein Revolution,"Traces Albert Einstein� engagement with relativity, quantum mechanics, Nazism, nuclear weapons, philosophy, the arts, and...",N/A,http://online-learning.harvard.edu/course/einstein-revolution?delta=0,Harvard
292,Calculus Applied!,"Apply tools of single-variable calculus to create and analyze mathematical models used by real practitioners in social, life, and...",N/A,http://online-learning.harvard.edu/course/calculus-applied?delta=1,Harvard
293,Shakespeare� Hamlet: The Ghost,An exploration of the haunting figure at the heart of one of William Shakespeare� most famous plays.,N/A,http://online-learning.harvard.edu/course/shakespeares-hamlet-ghost?delta=1,Harvard
294,Shakespeare� Othello: The Moor,Explore acts of storytelling in Shakespeare� Othello alongside world-class artists who interpret Othello� story in new forms...,N/A,http://online-learning.harvard.edu/course/shakespeares-othello-moor?delta=1,Harvard
295,Shakespeare� Merchant of Venice: Shylock,An exploration of the magnetic and ambivalent character of Shylock in William Shakespeare.,N/A,http://online-learning.harvard.edu/course/shakespeare%E2%80%99s-merchant-venice-shylock?delta=1,Harvard
296,Tangible Things,"Gain an understanding of history, museum studies, and curation by looking at, organizing, and interpreting art, artifacts,...",N/A,http://online-learning.harvard.edu/tangible-things?delta=0,Harvard
297,Shakespeare's Life and Work,"Learn how to read William Shakespeare's plays through his biography, Elizabethan and Jacobean history, and modern performance.",N/A,http://online-learning.harvard.edu/course/shakespeares-life-and-work?delta=0,Harvard
298,18th-Century Opera: Handel & Mozart,Study Baroque and Classical opera through Handel� Giulio Cesare and Mozart� Don Giovanni,N/A,http://online-learning.harvard.edu/course/18th-century-opera-handel-mozart?delta=1,Harvard
299,"19th-Century Opera: Meyerbeer, Wagner, & Verdi","Learn the music and cultural impact of three canonical operas from the 1800s: Les Huguenots, Das Rheingold, and Otello.",N/A,http://online-learning.harvard.edu/course/19th-century-opera-meyerbeer-wagner-verdi?delta=1,Harvard
300," Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",An introduction to the study of bioethics and the application of legal and ethical reasoning.,N/A,http://online-learning.harvard.edu/course/bioethics-law-medicine-and-ethics-reproductive-technologies-and-genetics?delta=1,Harvard
301,Rhetoric: The Art of Persuasive Writing and Public Speaking,Gain critical communication skills in writing and public speaking with this introduction to American political rhetoric.,N/A,http://online-learning.harvard.edu/course/rhetoric-art-persuasive-writing-and-public-speaking?delta=1,Harvard
302,"Women Making History: Ten Objects, Many Stories","Learn how American women created, confronted, and embraced change in the 20th century while exploring ten objects from Radcliffe�...",N/A,http://online-learning.harvard.edu/course/women-making-history-ten-objects-many-stories?delta=1,Harvard
303,AnatomyX: Musculoskeletal Cases,Learn the anatomy basic to understanding five musculoskeletal injuries commonly seen in primary care medicine and orthopedic...,N/A,http://online-learning.harvard.edu/course/anatomyx-musculoskeletal-cases?delta=1,Harvard
304,"Fundamentals of Neuroscience, Part 3: The Brain",Discover what makes your brain tick in this third course in our introductory series in neuroscience.,N/A,http://online-learning.harvard.edu/course/fundamentals-neuroscience-part-3-brain?delta=1,Harvard
305,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",Learn how electricity makes the neurons in your brain tick.,N/A,http://online-learning.harvard.edu/course/fundamentals-neuroscience-part-1-electrical-properties-neuron?delta=1,Harvard
306,"Fundamentals of Neuroscience, Part 2: Neurons and Networks",Discover how neurons work together to create complex networks inside the brain.,N/A,http://online-learning.harvard.edu/course/fundamentals-neuroscience-part-2-neurons-and-networks?delta=1,Harvard
307,Cosmopolitan Tang: Aristocratic Culture in China,Explore the reunification of China under the Tang with a focus on aristocratic culture � from poetry to calligraphy to literature.,N/A,http://online-learning.harvard.edu/course/cosmopolitan-tang-aristocratic-culture-in-china?delta=1,Harvard
308,Energy Within Environmental Constraints,A quantitative introduction to the energy system and its environmental impacts.,N/A,http://online-learning.harvard.edu/course/energy-within-environmental-constraints?delta=1,Harvard
309,Mechanical Ventilation for COVID-19,This course will provide licensed medical professionals with an understanding of mechanical ventilation so they can assist with...,N/A,http://online-learning.harvard.edu/course/mechanical-ventilation-covid-19?delta=0,Harvard
310,Hinduism Through Its Scriptures,"Learn about the rich diversity of Hindu sacred texts � hymns, narratives, philosophical thought � and their interpretations.",N/A,http://online-learning.harvard.edu/course/hinduism-through-its-scriptures?delta=1,Harvard
311,Fundamentals of TinyML,"Focusing on the basics of machine learning and embedded systems, such as smartphones, this course will introduce you to the...",N/A,http://online-learning.harvard.edu/course/fundamentals-tinyml?delta=0,Harvard
312,The Future of ML is Tiny and Bright,Professional Certificate in Tiny Machine Learning (TinyML),N/A,"http://online-learning.harvard.edu/subject/computer-science', '/course/future-ml-tiny-and-bright?delta=0",Harvard
313,Justice,"Justice, one of the most famous courses taught at Harvard College, is an introduction to moral and political philosophy, offering...",N/A,http://online-learning.harvard.edu/course/justice?delta=2,Harvard
314,Entrepreneurship in Emerging Economies,Explore how entrepreneurship and innovation tackle complex social problems in emerging economies.,N/A,http://online-learning.harvard.edu/course/entrepreneurship-in-emerging-economies?delta=2,Harvard
315,Innovating in Health Care,"Find innovation opportunities in health care technology, management, consulting, or investing by examining health care cost,...",N/A,http://online-learning.harvard.edu/course/innovating-health-care?delta=1,Harvard
316,The Opioid Crisis in America,"Learn about the opioid epidemic in the United States, including information about treatment and recovery from opioid addiction.",N/A,http://online-learning.harvard.edu/course/opioid-crisis-america?delta=2,Harvard
317,Introduction to Family Engagement in Education,Learn about successful collaborations between families and educators and why they lead to improved outcomes for students and...,N/A,http://online-learning.harvard.edu/course/introduction-family-engagement-education?delta=2,Harvard
318,Quantitative Methods for Biology,"Learn introductory programming and data analysis in MATLAB, with applications to biology and medicine.",N/A,http://online-learning.harvard.edu/course/quantitative-methods-biology?delta=1,Harvard
319,"Stravinsky� Rite of Spring: Modernism, Ballet, and Riots","Learn the fascinating history of Igor Stravinsky� The Rite of Spring, one of the most challenging and rewarding ballets ever...",N/A,http://online-learning.harvard.edu/course/first-nights-igor-stravinsky%E2%80%99s-rite-spring-modernism-ballet-and-riots?delta=1,Harvard
320,Handel's Messiah and Baroque Oratorio,"Discover Handel� Messiah in this installment of First Nights, which will explore five masterpieces of western music.",N/A,http://online-learning.harvard.edu/course/first-nights-handel%E2%80%99s-messiah-and-baroque-oratorio?delta=1,Harvard
321,Beethoven's 9th Symphony and the 19th Century Orchestra,Learn about Beethoven� monumental 9th Symphony and forms of orchestral music.,N/A,http://online-learning.harvard.edu/course/first-nights-beethoven%E2%80%99s-9th-symphony-and-19th-century-orchestra?delta=1,Harvard
322,Monteverdi� L'Orfeo and the Birth of Opera,"Learn about Claudio Monteverdi� L'Orfeo, one of the first operas ever written.",N/A,http://online-learning.harvard.edu/course/first-nights-monteverdi%E2%80%99s-l%E2%80%99orfeo-and-birth-opera?delta=1,Harvard
323,First Nights: Berlioz� Symphonie Fantastique and Program Music in the 19th Century,"Learn about Hector Berlioz� Symphonie Fantastique, an iconic Romantic symphony that ushered in an era of narrative �program...",N/A,http://online-learning.harvard.edu/course/first-nights-berlioz%E2%80%99s-symphonie-fantastique-and-program-music-19th-century?delta=2,Harvard
324,Lessons from Ebola: Preventing the Next Pandemic,"Understanding the context for the Ebola outbreak: What went right, what went wrong, and how we can all do better.",N/A,http://online-learning.harvard.edu/course/lessons-ebola-preventing-next-pandemic?delta=1,Harvard
325,Improving Global Health: Focusing on Quality and Safety,Access to healthcare services is critical� but is it enough?,N/A,http://online-learning.harvard.edu/course/improving-global-health-focusing-quality-and-safety?delta=1,Harvard
326,The Health Effects of Climate Change,"Learn how global warming impacts human health, and the ways we can diminish those impacts.",N/A,http://online-learning.harvard.edu/course/health-effects-climate-change?delta=1,Harvard
327,"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context","Understand how the FDA regulates pharmaceuticals and explore debates on prescription drug costs, marketing, and testing.",N/A,http://online-learning.harvard.edu/course/prescription-drug-regulation-cost-and-access-current-controversies-context?delta=1,Harvard
328,"Principles, Statistical and Computational Tools for Reproducible Data Science","Learn skills and tools that support data science and reproducible research, to ensure you can trust your own research results,...",N/A,http://online-learning.harvard.edu/course/principles-statistical-and-computational-tools-reproducible-data-science?delta=1,Harvard
329,Tackling a Perfect Storm: COVID-19� Economic Impacts and Crafting an Effective Policy Response,"In this free webcast, Harvard Kennedy School professor Jason Furman discusses how to restart economies in the wake of the global...",N/A,http://online-learning.harvard.edu/course/tackling-perfect-storm-covid-19%E2%80%99s-economic-impacts-and-crafting-effective-policy-response?delta=0,Harvard
330,"Money, Markets, and Morals (edX)",Develop ethical reasoning skills as you consider the moral limits of markets.,N/A,http://online-learning.harvard.edu/course/money-markets-and-morals-edx?delta=0,Harvard
331, Sikhism Through Its Scriptures,This course examines the Sikh scripture from a doctrinal and historical perspective by providing an overview of Sikh teachings as...,N/A,http://online-learning.harvard.edu/course/sikhism-through-its-scriptures-0?delta=1,Harvard
332,"Religion, Conflict and Peace",Explore the diverse and complex roles that religions play in both promoting and mitigating violence.,N/A,http://online-learning.harvard.edu/course/religion-conflict-and-peace?delta=2,Harvard
333,Religious Literacy: Traditions and Scriptures,Learn how to better understand the rich and complex ways that religions function in historic and contemporary contexts.,N/A,http://online-learning.harvard.edu/course/religious-literacy-traditions-and-scriptures?delta=2,Harvard
334,Buddhism Through Its Scriptures,Learn about the rich and diverse beliefs and practices of Buddhists across time and place. Experience Buddhism through its...,N/A,http://online-learning.harvard.edu/course/buddhism-through-its-scriptures?delta=2,Harvard
335, Islam Through Its Scriptures,"Learn about the Quran, the central sacred text of Islam, through an exploration of the rich diversity of roles and...",N/A,http://online-learning.harvard.edu/course/islam-through-its-scriptures?delta=1,Harvard
336, Judaism Through Its Scriptures,Learn about the key beliefs and practices of Judaism through an examination of its sacred texts and their interpretation.,N/A,http://online-learning.harvard.edu/course/judaism-through-its-scriptures?delta=2,Harvard
337,CS50's Introduction to Game Development,"Learn about the development of 2D and 3D interactive games in this hands-on course, as you explore the design of games such as...",N/A,http://online-learning.harvard.edu/course/cs50s-introduction-game-development?delta=0,Harvard
338,CS50's Web Programming with Python and JavaScript,"This course picks up where CS50 leaves off, diving more deeply into the design and implementation of web apps with Python,...",N/A,http://online-learning.harvard.edu/course/cs50s-web-programming-python-and-javascript?delta=0,Harvard
339,PredictionX: Lost Without Longitude,"Explore the history of navigation, from stars to satellites.",N/A,http://online-learning.harvard.edu/course/predictionx-lost-without-longitude?delta=0,Harvard
340,Nonprofit Financial Stewardship Webinar: Introduction to Accounting and Financial Statements,The Introduction to Nonprofit Accounting and Financial Statements webinars provide a great opportunity to learn the basic...,N/A,http://online-learning.harvard.edu/course/nonprofit-financial-stewardship-webinar-introduction-accounting-and-financial-statements?delta=0,Harvard
341,PredictionX: John Snow and the Cholera Epidemic of 1854,An in-depth look at the 1854 London cholera epidemic in Soho and its importance for the field of epidemiology.,N/A,http://online-learning.harvard.edu/course/predictionx-john-snow-and-cholera-epidemic-1854?delta=0,Harvard
342,CS50: Introduction to Computer Science,An introduction to the intellectual enterprises of computer science and the art of programming.,N/A,http://online-learning.harvard.edu/course/cs50-introduction-computer-science?delta=0,Harvard
343,CS50 for Lawyers,"This course is a variant of Harvard University's introduction to computer science, CS50, designed especially for lawyers (and law...",N/A,http://online-learning.harvard.edu/course/cs50-lawyers?delta=0,Harvard
344,MalariaX: Defeating Malaria from the Genes to the Globe,"How can we eradicate malaria? Explore cutting-edge science and technology, and examine policies needed, to control and eliminate...",N/A,http://online-learning.harvard.edu/course/malariax-defeating-malaria-genes-globe?delta=0,Harvard
345,"PredictionX: Omens, Oracles & Prophecies","An overview of divination systems, ranging from ancient Chinese bone burning to modern astrology.",N/A,http://online-learning.harvard.edu/course/predictionx-omens-oracles-prophecies?delta=0,Harvard
346,Strengthening Community Health Worker Programs,Learn to deliver high-quality primary health care at scale through national community health worker programs.,N/A,http://online-learning.harvard.edu/course/strengthening-community-health-worker-programs?delta=0,Harvard
347,Introduction to Digital Humanities,Develop skills in digital research and visualization techniques across subjects and fields within the humanities.,N/A,http://online-learning.harvard.edu/course/introduction-digital-humanities?delta=1,Harvard
348,Modern Masterpieces of World Literature,Examine how great modern writers capture the intricacies of our globalized world and how their works circulate within that world...,N/A,http://online-learning.harvard.edu/course/modern-masterpieces-world-literature?delta=1,Harvard
349,Ancient Masterpieces of World Literature,Examine how cultures of the ancient world defined themselves through literature and how their vision of literature contributes to...,N/A,http://online-learning.harvard.edu/course/ancient-masterpieces-world-literature?delta=1,Harvard
350,Japanese Books: From Manuscript to Print,"Study Japanese scroll art as text and as ""little movies"" that immerse the viewer through visual narration.",N/A,http://online-learning.harvard.edu/course/japanese-books-manuscript-print?delta=0,Harvard
351,CS50's Introduction to Artificial Intelligence with Python,Learn to use machine learning in Python in this introductory course on artificial intelligence.,N/A,http://online-learning.harvard.edu/course/cs50s-introduction-artificial-intelligence-python?delta=0,Harvard
352,"Literati China: Examinations, Neo-Confucianism, and Later Imperial China","Explore China� imperial period, with a focus on the Song dynasty and the role of the exam system in government.",N/A,http://online-learning.harvard.edu/course/china-part-4-new-national-culture?delta=1,Harvard
